id,species,url,section,source
d12eb56a-b69b-43ab-9ef9-db9d3231b312,rostratum,http://n2t.net/ark:/65665/m356ee9bd8-ad91-4c62-b434-d66b93c748aa,melongena,idigbio
90524f7e-fcf8-44d7-a073-899d5c60c582,rostratum,http://n2t.net/ark:/65665/m38b5d5a98-cc0e-46a0-a5bd-cab64f52cdd7,melongena,idigbio
8ac1c18a-bf3c-453e-b398-e3c360db8aba,hirtum,http://n2t.net/ark:/65665/m3f16242ba-0b0b-4c5a-9fc7-9a0166f93c4d,lasiocarpa,idigbio
a757b4bb-5853-4cbc-aff4-463e3b21343c,chiapasense,http://n2t.net/ark:/65665/m3bd17d259-3fbb-4317-96eb-0c27b4a52860,brevantherum,idigbio
40ed3087-4265-44d5-b1b4-bf6ad80c1a52,hirtum,http://n2t.net/ark:/65665/m3fc069f7d-eb50-4909-ba66-86ca1d8cbc1a,lasiocarpa,idigbio
1a439d0f-4092-4088-8c86-8a4c9dc0bf71,lanceolatum,http://n2t.net/ark:/65665/m37a0e7635-918b-459f-84f2-47a839aa8efc,torva,idigbio
e89b835a-579b-4390-abe8-1483bf05276d,bulbocastanum,http://n2t.net/ark:/65665/m3e1a02a88-4fa3-4a50-af37-8c8d1a860c9e,petota,idigbio
8f4153e1-51fa-40f1-b9a2-326816aae16f,grayi,http://n2t.net/ark:/65665/m324933e9b-5ccb-451b-8593-9ef6f4679986,melongena,idigbio
64ab7a48-c67f-4b68-aaf4-9d816a92dcb6,brevipedicellatum,http://n2t.net/ark:/65665/m32d890278-cebc-4d89-abec-1c7a20056818,brevantherum,idigbio
7203c234-b5c8-4e54-949a-f53a92d9644d,rudepannum,http://n2t.net/ark:/65665/m33aaacf07-2832-48ca-aceb-e3477d9fcbc8,torva,idigbio
8805499c-040d-4cc6-9fcb-a685fea0f631,houstonii,http://n2t.net/ark:/65665/m3bc27a4de-fbbd-44c8-a329-d53c20fe1ffd,melongena,idigbio
a734957d-d1a6-4d8a-b325-e424d66bdadc,hindsianum,http://n2t.net/ark:/65665/m317b2bbb0-66c5-44f9-8da4-966d1207a71d,melongena,idigbio
57b1795b-8f0f-41a1-8cc3-b954bf0f4936,verrucosum,http://n2t.net/ark:/65665/m3d9e403de-be98-4971-ba7c-6b8c06889260,petota,idigbio
13d5b4da-6983-40b6-97b8-7b871e923132,rostratum,https://cdn.plantatlas.org/img/specimens/USF/103549.jpg,melongena,idigbio
f82cb6af-2325-404a-bba9-f390b00f9d55,rudepannum,https://cdn.plantatlas.org/img/specimens/USF/159014.jpg,torva,idigbio
fb879a53-8544-4fe4-9774-6eba0a20c331,appendiculatum,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00109476.JPG,anarrhichomenum,idigbio
790326c5-4562-4860-b77f-80e787dda481,dulcamaroides,http://n2t.net/ark:/65665/m358cdd966-6f62-4a5f-b76d-9be2d81b2644,dulcamara,idigbio
79e1b72e-0e74-4087-b29c-60b3eb2b0ce6,verrucosum,http://n2t.net/ark:/65665/m3fc36b833-e186-432d-98eb-280069477a4c,petota,idigbio
79e1b72e-0e74-4087-b29c-60b3eb2b0ce6,verrucosum,http://n2t.net/ark:/65665/m370307497-ef0d-4211-8946-9865222f160b,petota,idigbio
e0ae5eab-e248-42a9-9751-9b18d64294aa,dasyanthum,http://n2t.net/ark:/65665/m3dca2a5da-a9ad-49c3-a027-305c0e600b21,torva,idigbio
e0ae5eab-e248-42a9-9751-9b18d64294aa,dasyanthum,http://n2t.net/ark:/65665/m3f6937cac-f292-46c0-b899-3310b5d6f48f,torva,idigbio
a53daf24-f834-42d1-9bc7-14f35eb8b39b,hazenii,http://n2t.net/ark:/65665/m34d162a1e-fd6b-4a9a-81bc-32fd2229d011,brevantherum,idigbio
a53daf24-f834-42d1-9bc7-14f35eb8b39b,hazenii,http://n2t.net/ark:/65665/m3435f47ce-989f-4069-a2c2-2751cd492100,brevantherum,idigbio
c85a517c-110a-4e60-90a6-2f87ae48132a,wendlandii,http://n2t.net/ark:/65665/m32f3403d6-0c86-4889-a242-b7d1165bcfc9,herposolanum,idigbio
c85a517c-110a-4e60-90a6-2f87ae48132a,wendlandii,http://n2t.net/ark:/65665/m397741fac-9b7b-411a-8585-cbf8525c6398,herposolanum,idigbio
c85a517c-110a-4e60-90a6-2f87ae48132a,wendlandii,http://n2t.net/ark:/65665/m3e3775395-4240-4374-9bb6-78d2a78fff42,herposolanum,idigbio
c85a517c-110a-4e60-90a6-2f87ae48132a,wendlandii,http://n2t.net/ark:/65665/m37510c4bf-0230-4be3-bb4e-ce83e7b7a736,herposolanum,idigbio
d661b90d-f75b-42bd-8a15-a9a042ed4247,erianthum,http://n2t.net/ark:/65665/m3ed187ae2-cc92-4e37-b479-4ce0e3d98861,brevantherum,idigbio
6ce61ae8-4e79-40ac-8930-ef35e8f15efb,stoloniferum,http://n2t.net/ark:/65665/m38757137b-08fa-489e-8e5d-7a43031fe9e8,petota,idigbio
6ce61ae8-4e79-40ac-8930-ef35e8f15efb,stoloniferum,http://n2t.net/ark:/65665/m3215036d9-5664-4b30-9818-dd61273b5ac4,petota,idigbio
167dfac0-d384-4ed2-8ea7-45925b5ddcb6,erianthum,http://n2t.net/ark:/65665/m32e760a09-ad8b-41e0-a9b8-aff427196789,brevantherum,idigbio
860d15af-d80a-4b11-b20b-20a26535fad6,stoloniferum,http://n2t.net/ark:/65665/m3a68d44a2-dc64-4aa3-9487-90320472c48a,petota,idigbio
439f4022-db67-4d69-aef0-10203665943e,marginatum,https://fm-digital-assets.fieldmuseum.org/181/434/SOLA_sola_marg_1930958.jpg,melongena,idigbio
aa1171b2-20f3-4cee-acfa-225d4ac495aa,houstonii,http://n2t.net/ark:/65665/m3f1709c89-55d1-4b35-b993-c5062d5b28d5,melongena,idigbio
aa1171b2-20f3-4cee-acfa-225d4ac495aa,houstonii,http://n2t.net/ark:/65665/m354f1b368-3363-44cd-99d5-2dc5ba298f4a,melongena,idigbio
c08bae36-0ae0-4d26-a587-2ba3a0702d6c,nigricans,https://fm-digital-assets.fieldmuseum.org/1221/056/34124.jpg,holophylla,idigbio
33d7f761-510a-4602-847f-31f0eae6be6d,stoloniferum,http://n2t.net/ark:/65665/m375ae2a33-9bd6-4fb9-b281-f8cfeca7d5d6,petota,idigbio
99d43557-ccca-47a5-b7cd-509677c2fb69,tenuipes,http://n2t.net/ark:/65665/m3895fa096-011f-4741-a3c1-20ecf249dc2d,melongena,idigbio
99d43557-ccca-47a5-b7cd-509677c2fb69,tenuipes,http://n2t.net/ark:/65665/m3641a7ce4-e258-4c94-8838-edc836af78e2,melongena,idigbio
5320fd7d-a3cb-4a6a-8dee-c50a6eeaf738,grayi,http://n2t.net/ark:/65665/m3b3dc418d-b425-409a-aeca-904853f1d88d,melongena,idigbio
a0e62ac8-320d-4fe6-933b-48db53cfa337,erianthum,http://n2t.net/ark:/65665/m33d055795-429f-482c-827c-bce19c34f2f8,brevantherum,idigbio
a0e62ac8-320d-4fe6-933b-48db53cfa337,erianthum,http://n2t.net/ark:/65665/m38f7ffd75-6cfd-4b75-8755-a40f3b472213,brevantherum,idigbio
93eb9223-1818-4af4-8b28-d67f48ff4451,candidum,http://sweetgum.nybg.org/images3/540/046/00139033.jpg,lasiocarpa,idigbio
8a6453cf-6951-4c34-ac97-31b261e2c7d2,erianthum,http://sweetgum.nybg.org/images3/1254/544/00751199.jpg,brevantherum,idigbio
881a602b-d911-43bb-a1c8-3718703ea3e7,nigricans,http://sweetgum.nybg.org/images3/1240/417/00753471.jpg,holophylla,idigbio
e3628662-ad88-44da-a17e-a94aa8eb7d7f,aphyodendron,http://sweetgum.nybg.org/images3/1239/985/00744535.jpg,holophylla,idigbio
748bc058-b5fa-47ff-be4e-f6e136b3d958,brevipedicellatum,http://sweetgum.nybg.org/images3/1240/616/00805678.jpg,brevantherum,idigbio
3ce957d3-524c-4788-a02e-fa6cc42cbabb,rostratum,http://sweetgum.nybg.org/images3/1248/797/00753179.jpg,melongena,idigbio
11ac5b95-724c-4d8f-a401-f60a3d8b2ea9,dulcamaroides,http://sweetgum.nybg.org/images3/113/834/v-287-00751075.jpg,dulcamara,idigbio
e505ff88-f1a4-4c0a-98b2-c28712c99fd9,americanum,http://sweetgum.nybg.org/images3/1231/045/00744324.jpg,solanum,idigbio
2698488b-3cf3-4529-8e60-91dd32f82c0b,umbelliferum,http://sweetgum.nybg.org/images3/1255/018/00820737.jpg,dulcamara,idigbio
84f12427-0f57-439c-8e10-830f02c972bd,nudum,http://sweetgum.nybg.org/images3/1246/248/00753810.jpg,holophylla,idigbio
44e53552-a760-4b2e-8fdf-f3115ee6193c,triquetrum,http://sweetgum.nybg.org/images3/1254/400/00745302.jpg,dulcamara,idigbio
98d9ad0c-907c-4243-985f-7e1bae018a1b,polyadenium,http://sweetgum.nybg.org/images3/113/921/v-287-00753381.jpg,petota,idigbio
c22ff72a-f022-4348-a1f3-fa18dbf042e0,edinense,http://sweetgum.nybg.org/images3/537/914/00039239.jpg,petota,idigbio
c00b14fe-c5d0-46d6-a462-cde346fffa44,refractum,http://sweetgum.nybg.org/images3/209/512/v-287-00962067.jpg,herposolanum,idigbio
606345de-9279-4d7b-9097-3165e60a185d,americanum,http://sweetgum.nybg.org/images3/1231/030/00744307.jpg,solanum,idigbio
147f4587-cd0e-4573-99f7-f11c947c7c45,diphyllum,http://sweetgum.nybg.org/images3/1212/175/00750910.jpg,holophylla,idigbio
814300ca-68a0-4379-ae16-c7933037eaea,americanum,http://sweetgum.nybg.org/images3/111/593/v-287-00744367.jpg,solanum,idigbio
7e32bc76-90be-4337-bf8b-cd1fda2c8e26,houstonii,http://sweetgum.nybg.org/images3/1212/182/00751556.jpg,melongena,idigbio
a424975b-98d8-4fa1-a72b-7afd452c7da3,aligerum,http://sweetgum.nybg.org/images3/111/584/v-287-00744278.jpg,holophylla,idigbio
9e84ba54-826e-4d7a-8b70-0688d82d1c6d,lanceolatum,http://sweetgum.nybg.org/images3/114/823/v-287-00754230.jpg,torva,idigbio
56d1b483-18fb-4402-ad66-41d5ee4596b4,refractum,http://sweetgum.nybg.org/images3/1240/751/00962065.jpg,herposolanum,idigbio
02e61336-fab0-445e-842b-d7e13584d9c4,aligerum,http://sweetgum.nybg.org/images3/1240/738/00961945.jpg,holophylla,idigbio
ac68263f-014e-4887-8939-6b547a522ccc,volubile,http://sweetgum.nybg.org/images3/1239/728/00744161.jpg,micracantha,idigbio
bc12d086-74dc-4321-861d-63d44927ca4b,volubile,http://sweetgum.nybg.org/images3/1239/736/00744169.jpg,micracantha,idigbio
22d5db0b-1a96-460c-9a1c-42f5e2a5f498,angustifolium,http://sweetgum.nybg.org/images3/1239/947/00744494.jpg,melongena,idigbio
775c5c91-82a4-4a5e-92e4-6f613904fd65,campechiense,http://sweetgum.nybg.org/images3/1240/637/00805704.jpg,melongena,idigbio
889fdd63-e703-4d8f-8e74-1a3037dc2e0f,diphyllum,http://sweetgum.nybg.org/images3/1240/027/00750918.jpg,holophylla,idigbio
f8bbf76f-b546-4ae8-9040-5bcad650d19c,donianum,http://sweetgum.nybg.org/images3/1240/074/00750966.jpg,torva,idigbio
15a2e246-467f-47e3-b834-69ebd0874589,hindsianum,http://sweetgum.nybg.org/images3/1240/284/00751522.jpg,melongena,idigbio
b63ea954-a744-4c9c-8b1d-049cc9e1f5b5,pubigerum,http://sweetgum.nybg.org/images3/1246/771/00961796.jpg,holophylla,idigbio
cc340966-ac03-4f79-9357-b91bced84eb1,pseudocapsicum,http://sweetgum.nybg.org/images3/1245/912/00753377.jpg,holophylla,idigbio
7851e8df-ff62-453e-977a-d2c6ecd077e8,lanceolatum,http://sweetgum.nybg.org/images3/1245/986/00753518.jpg,torva,idigbio
c29a5ead-32a4-43a1-a2a3-b3d61a3420f9,lanceolatum,http://sweetgum.nybg.org/images3/1246/368/00753943.jpg,torva,idigbio
65207e6d-68ac-4406-b4bb-fee8a93bf4cb,schlechtendalianum,http://sweetgum.nybg.org/images3/1248/560/00745734.jpg,brevantherum,idigbio
29586c64-f770-4175-9432-c3477b906f45,torvum,http://sweetgum.nybg.org/images3/1248/461/00745624.jpg,torva,idigbio
131fa10b-67be-452e-aca7-b58020024116,glaucescens,http://sweetgum.nybg.org/images3/1255/286/00854226.jpg,herposolanum,idigbio
7c92b84d-9b65-41ea-8a28-06f211ca6b8c,triquetrum,http://sweetgum.nybg.org/images3/1254/405/00745326.jpg,dulcamara,idigbio
28f8b4c8-61ce-4329-b412-c22947e43be6,ferrugineum,http://sweetgum.nybg.org/images3/1255/174/00823655.jpg,torva,idigbio
eb739c84-745a-41ad-b8ad-2a634d7a94d3,grayi,http://sweetgum.nybg.org/images3/1255/271/00829116.jpg,melongena,idigbio
edf8ff97-ca2b-4263-b729-4c07800912d5,elaeagnifolium,http://www.tropicos.org/ImageDownload.aspx?imageid=100141997,melongena,idigbio
d306a369-61be-42c0-8189-2dec03f3a2d1,schenckii,http://www.kew.org/herbcatimg/762963.jpg,petota,idigbio
edfc461c-c730-4b0f-a38e-b74ec6457151,demissum,http://www.kew.org/herbcatimg/882796.jpg,petota,idigbio
6e797bfa-8371-412a-9beb-b018a304991d,nigricans,http://www.kew.org/herbcatimg/896274.jpg,holophylla,idigbio
ed5b139a-263a-45b9-a5a9-88ec7127c76f,stoloniferum,http://www.kew.org/herbcatimg/898593.jpg,petota,idigbio
2868ae92-fcd8-476a-be28-c270fdc70967,stoloniferum,http://www.kew.org/herbcatimg/898627.jpg,petota,idigbio
b6462d78-97da-4402-835a-2847bc676037,fructo-tecto,https://medialib.naturalis.nl/file/id/L.2879412/format/large,melongena,idigbio
fc04023c-875f-49e6-8e24-88471f35c803,polyadenium,https://medialib.naturalis.nl/file/id/L.2876429/format/large,petota,idigbio
35d4f104-3e7c-4d62-ab61-a44d7d1f537f,polyadenium,http://www.nhm.ac.uk/services/media-store/asset/cc9cccc8517c1e2a3b9b2068ee838b040c697761/contents/preview,petota,idigbio
fa560f0c-502f-409d-952f-0c9aeac6cba8,edinense,http://www.nhm.ac.uk/services/media-store/asset/9c69dd968643954dcb43fed7cc32c79dd9a22cae/contents/preview,petota,idigbio
28a4f6dd-2696-485a-b3b2-2edbec7e2607,aphyodendron,http://n2t.net/ark:/65665/m3d645db9b-8f09-4bf5-baf7-8d9ad4273bb6,holophylla,idigbio
116fe5b4-4de4-4cc0-b7b0-ef593d2a619d,brevipedicellatum,https://medialib.naturalis.nl/file/id/U.1740879/format/large,brevantherum,idigbio
725a5c90-9816-4489-bf7c-a4a54bdc06e6,chrysotrichum,https://medialib.naturalis.nl/file/id/U.1740766/format/large,torva,idigbio
aca7bfe8-3af5-4946-949e-ab3dee3a25f7,grayi,https://medialib.naturalis.nl/file/id/U.1740718/format/large,melongena,idigbio
09870718-af14-4b1b-b361-6d909da424b5,grayi,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00032/DES00032972_lg.jpg,melongena,idigbio
c92d1457-a15e-4f91-8765-ff6e35c3fd15,erianthum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051032_lg.jpg,brevantherum,idigbio
ca11d3ff-d7b3-46ec-b3ce-cb396f19bc8a,appendiculatum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050983_lg.jpg,anarrhichomenum,idigbio
6f894d2f-65dd-42c5-9061-bd6fbc08d360,rudepannum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051124a_lg.jpg,torva,idigbio
6f894d2f-65dd-42c5-9061-bd6fbc08d360,rudepannum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051124_lg.jpg,torva,idigbio
493f9e6c-d6e7-4d19-afe3-56f291510e01,americanum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050968_lg.jpg,solanum,idigbio
13b181a8-cbfb-4078-b837-f4705cf92bbb,erianthum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051035_lg.jpg,brevantherum,idigbio
13b181a8-cbfb-4078-b837-f4705cf92bbb,erianthum,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051035a_lg.jpg,brevantherum,idigbio
fff1db16-0392-47f6-b1e3-eb783e188c17,polyadenium,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051116a_lg.jpg,petota,idigbio
fff1db16-0392-47f6-b1e3-eb783e188c17,polyadenium,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0051/ASU0051116_lg.jpg,petota,idigbio
a6a4407d-148c-47cb-874d-d9acb07a9da6,umbelliferum,https://bisque.cyverse.org/image_service/image/00-mt65aDjBBnpmNzEBXhDBLc/resize:4000/format:jpeg,dulcamara,idigbio
398b2732-3d31-4f11-985e-3700fabfe45a,stenophyllidium,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0307/ASU0307315_lg.jpg,petota,idigbio
1ef9e998-d0e3-4f8c-9a36-7087066ee061,umbellatum,http://cyberfloralouisiana.com/images/LSUCollections/Vascular/LSU/00/207/LSU00207268_L.JPG,brevantherum,idigbio
05d09a2e-4bee-4dd8-a973-1759c0df63a6,aligerum,http://cyberfloralouisiana.com/images/LSUCollections/Vascular/LSU/00/207/LSU00207248_L.JPG,holophylla,idigbio
5e072627-8b65-4a9c-bff3-bc59c3afff3b,umbellatum,http://sweetgum.nybg.org/images3/1248/228/00745250.jpg,brevantherum,idigbio
f1768db1-4eb3-40e7-847e-8da126c493bb,pubigerum,http://purl.dlib.indiana.edu/iudl/herbarium/full/IND-0107952,holophylla,idigbio
57ced770-8c32-4801-8ff0-753e87c5ed4f,iopetalum,http://mam.ansp.org/image/CM/Fullsize/218/CM218609.jpg,petota,idigbio
0bf79950-4254-4ef7-8101-535bf21abc87,angustifolium,http://n2t.net/ark:/65665/m3855a9635-36fb-4b7c-9470-107ff2799345,melongena,idigbio
81ad5ed2-63e4-4de6-bd87-cca87c796f4f,stoloniferum,http://n2t.net/ark:/65665/m338d4ec3f-64c6-40d1-ac47-c3386c9c5d23,petota,idigbio
dad0b8c4-9489-4f59-b2a7-cc7935a0b030,muricatum,http://n2t.net/ark:/65665/m3f90d097c-471e-479d-81f6-cc29449f0522,basarthrum,idigbio
65a05a7c-0668-43a3-ac32-f7056a285872,aphyodendron,http://n2t.net/ark:/65665/m3d717875c-548d-4378-9aa2-ea86055dba98,holophylla,idigbio
232ca53f-1a5f-4edd-93a9-a2b30f9ec09b,citrinum,http://n2t.net/ark:/65665/m38aa7c93b-421b-4a5a-a179-2d0685c74c52,melongena,idigbio
3d734897-ecfa-4137-8196-8eb45d39a310,angustifolium,http://n2t.net/ark:/65665/m36be76024-8a0b-4344-9ca6-65890b725ea0,melongena,idigbio
18e6d71b-2df7-4750-8997-8edb7a658cdc,schlechtendalianum,http://n2t.net/ark:/65665/m3a3939a6a-d383-4bc4-99d3-5035da2ab06a,brevantherum,idigbio
b9b99845-a4ea-43e4-817c-c2a035f73a39,erianthum,http://n2t.net/ark:/65665/m35f59e2ed-692a-4ef1-adcb-474cd41622d5,brevantherum,idigbio
b8bb01bf-a4c9-4ea0-b27c-0b58044700ce,grayi,http://n2t.net/ark:/65665/m3bb81392e-852a-4629-bba0-5983a7e8877e,melongena,idigbio
f9c92672-1806-49a0-b717-f6f7d1f7fbe1,umbellatum,http://n2t.net/ark:/65665/m3d63252d1-efd8-45af-a2e5-f23a2b44a2af,brevantherum,idigbio
c83e7d3b-5f41-453d-b397-1e5b0e38c659,hirtum,http://n2t.net/ark:/65665/m3037e150d-0f99-45c8-9e39-7969890aeff9,lasiocarpa,idigbio
0d6ebcdf-ca73-40ac-9ec8-a0c56e1d2d91,umbelliferum,http://n2t.net/ark:/65665/m38b220955-f4a5-41e8-8cdd-2f97b26d2b4e,dulcamara,idigbio
350618c4-c125-4a9c-b668-2628a083b7bf,heterodoxum,http://n2t.net/ark:/65665/m3a46fd315-05b1-4a4b-b987-a2a41c7a2058,melongena,idigbio
bac9421d-28e0-4772-b46b-0bc9fc740ac1,hindsianum,http://n2t.net/ark:/65665/m347968eb0-1cec-4617-9dce-c1323f7b143b,melongena,idigbio
30acf082-df38-4a81-9233-976008835b69,aphyodendron,http://n2t.net/ark:/65665/m39ba961a5-8efb-42d7-bf79-7df69644a579,holophylla,idigbio
f2fcd532-b2bc-4e2e-a36b-7883bb044d81,elaeagnifolium,https://cdn.plantatlas.org/img/specimens/USF/108536.jpg,melongena,idigbio
e6e6a02e-ce9e-4065-97a6-c470cab0b971,candidum,https://cdn.plantatlas.org/img/specimens/USF/104163.jpg,lasiocarpa,idigbio
f8b969fc-7f0e-45be-bca1-afe7ae4a8818,aphyodendron,https://cdn.plantatlas.org/img/specimens/USF/158775.jpg,holophylla,idigbio
923c7fca-3700-4e4e-894c-0ce4e86643b4,rostratum,https://cdn.plantatlas.org/img/specimens/USF/214927.jpg,melongena,idigbio
e2a2771c-438f-4021-a33d-1905f3cd45e4,houstonii,https://cdn.plantatlas.org/img/specimens/USF/139880.jpg,melongena,idigbio
aca461ea-0abd-4d1c-aec2-404d67c12adf,lanceolatum,http://n2t.net/ark:/65665/m31c189259-0058-4578-ab36-3dd817b6f55b,torva,idigbio
fbe2328d-73cb-4047-bc8a-9094a3dea171,lanceolatum,http://n2t.net/ark:/65665/m328b70c3c-8191-4e90-89cd-b00d5595a6fe,torva,idigbio
402ebf53-f7df-4c4e-b7e3-e319a8eec4f4,ferrugineum,http://n2t.net/ark:/65665/m3c29365ec-eb21-492f-9fe9-46571ba09c26,torva,idigbio
a099a65a-3bc5-462a-b5ad-355a9638981b,diphyllum,http://n2t.net/ark:/65665/m304bc626e-b047-4c3d-809c-3757b2d6ef4d,holophylla,idigbio
b7701585-cf56-44b4-8391-b55e850dcf07,nigrescens,http://n2t.net/ark:/65665/m3a7b4cc27-dea3-4a07-8153-0256083eaf8d,solanum,idigbio
107f1a17-f39a-492c-86ad-529d02d2da66,lanceolatum,http://n2t.net/ark:/65665/m30b19f8d7-e581-49ec-8a7a-f5fad4aa4e9d,torva,idigbio
47921a68-4838-447f-8fb4-06cf7030b748,chrysotrichum,http://n2t.net/ark:/65665/m349df9eb5-7cb1-48cd-8d69-ece971bf988d,torva,idigbio
49776b47-9b17-426f-8fbf-79296700ad61,diphyllum,http://n2t.net/ark:/65665/m30cf5a84b-5725-4229-a8c3-ac4e4c7d1943,holophylla,idigbio
d76ec1ef-9c23-404d-a9bd-f8f479ddc9c5,chiapasense,http://n2t.net/ark:/65665/m3c998aefb-ef6c-421e-af36-c0b2c71926a3,brevantherum,idigbio
47a9437c-eec4-473e-8cc6-0da4e3818ca0,bulbocastanum,http://n2t.net/ark:/65665/m3c9aa0b61-dafe-4cd0-afdd-87deb5b8d36d,petota,idigbio
f956b7c3-b7ee-47bd-9c1f-7637c9aa4f6c,erianthum,http://n2t.net/ark:/65665/m3aa1ee760-b619-48fd-8561-a82ba4c45f6c,brevantherum,idigbio
13c7a238-2001-47ab-b76f-7ad6c8e9607f,nudum,http://n2t.net/ark:/65665/m3698bb465-0c95-421b-9369-722dac949ae8,holophylla,idigbio
16565c0d-ad58-4f67-a388-61f32be4855c,lanceolatum,http://n2t.net/ark:/65665/m308d94075-c77c-48ab-a7a4-9d396d493033,torva,idigbio
540c4a61-e890-46ba-8e60-5ed4250e1989,jamaicense,http://n2t.net/ark:/65665/m3eb6d7120-ee8d-4c61-bf3c-98d9fedf2b99,micracantha,idigbio
89ef72a8-7c6f-4bda-8626-57f4c37d5187,pseudocapsicum,http://n2t.net/ark:/65665/m3556df994-cdb6-43bd-a237-c24a512837ac,holophylla,idigbio
3b5853d3-9894-4ce8-a4df-e06c11562b88,iopetalum,http://n2t.net/ark:/65665/m3225d7c65-d9f5-43dc-8fec-cba9cdb6c9b3,petota,idigbio
