section,species,filesize_mb,image_type,source,full_path
acanthophora,myriacanthum,0.0311,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1228455325_gbif_4184.jpg
acanthophora,myriacanthum,0.0341,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1228517019_gbif_4154.jpg
acanthophora,myriacanthum,0.0351,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1252678106_gbif_3912.jpg
acanthophora,myriacanthum,0.0292,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1802484532_gbif_3550.jpg
acanthophora,myriacanthum,0.0329,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1802484535_gbif_3548.jpg
acanthophora,myriacanthum,0.02,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1802484865_gbif_3481.jpg
acanthophora,myriacanthum,0.0357,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1839404196_gbif_3467.jpg
acanthophora,myriacanthum,0.0447,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1839404295_gbif_3449.jpg
acanthophora,myriacanthum,0.0312,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1849001392_gbif_3269.jpeg
acanthophora,myriacanthum,0.03,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1849001426_gbif_3266.jpeg
acanthophora,myriacanthum,0.0309,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1927788956_gbif_3194.jpg
acanthophora,myriacanthum,0.0252,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1927918222_gbif_3105.jpg
acanthophora,myriacanthum,0.0281,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1928195098_gbif_2933.jpg
acanthophora,myriacanthum,0.0298,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1928240955_gbif_2897.jpg
acanthophora,myriacanthum,0.0374,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1928299745_gbif_2845.jpg
acanthophora,myriacanthum,0.0335,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1928362373_gbif_2797.jpg
acanthophora,myriacanthum,0.0317,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1929005954_gbif_2398.jpg
acanthophora,myriacanthum,0.0219,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1929049135_gbif_2364.jpg
acanthophora,myriacanthum,0.0278,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1929189987_gbif_2273.jpg
acanthophora,myriacanthum,0.0248,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1929644606_gbif_1987.jpg
acanthophora,myriacanthum,0.0298,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1929938288_gbif_1805.jpg
acanthophora,myriacanthum,0.0268,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930042120_gbif_1733.jpg
acanthophora,myriacanthum,0.0306,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930409727_gbif_1486.jpg
acanthophora,myriacanthum,0.0294,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930442866_gbif_1460.jpg
acanthophora,myriacanthum,0.0235,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930493447_gbif_1429.jpg
acanthophora,myriacanthum,0.0268,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930706262_gbif_1286.jpg
acanthophora,myriacanthum,0.0256,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1930880229_gbif_1163.jpg
acanthophora,myriacanthum,0.0342,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1931028305_gbif_1063.jpg
acanthophora,myriacanthum,0.0288,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_1931145836_gbif_979.jpg
acanthophora,myriacanthum,0.0265,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_2514602184_gbif_366.jpeg
acanthophora,myriacanthum,0.0266,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_2516437567_gbif_267.jpeg
acanthophora,myriacanthum,0.0293,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_2516608566_gbif_256.jpeg
acanthophora,myriacanthum,0.0261,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_2517323631_gbif_212.jpeg
acanthophora,myriacanthum,0.0284,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_36ebc2e2-ffc6-494a-84fd-1a0f10fc411f_idigbio_3088.jpeg
acanthophora,myriacanthum,0.0285,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_41c09901-0b87-4be2-8e98-673a7f93ff1d_idigbio_3163.jpeg
acanthophora,myriacanthum,0.0304,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_437120564_gbif_6655.jpeg
acanthophora,myriacanthum,0.0338,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_437452396_gbif_6561.jpeg
acanthophora,myriacanthum,0.0229,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_437818837_gbif_6443.jpeg
acanthophora,myriacanthum,0.0304,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_437818838_gbif_6442.jpeg
acanthophora,myriacanthum,0.0261,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438117516_gbif_6363.jpeg
acanthophora,myriacanthum,0.0261,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438117517_gbif_6362.jpeg
acanthophora,myriacanthum,0.0307,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438117518_gbif_6360.jpeg
acanthophora,myriacanthum,0.0319,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438117518_gbif_6361.jpeg
acanthophora,myriacanthum,0.0297,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438118727_gbif_6350.jpeg
acanthophora,myriacanthum,0.0265,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438485468_gbif_6243.jpeg
acanthophora,myriacanthum,0.0346,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438485469_gbif_6242.jpeg
acanthophora,myriacanthum,0.032,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_438784984_gbif_6160.jpeg
acanthophora,myriacanthum,0.0318,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439118319_gbif_6072.jpeg
acanthophora,myriacanthum,0.0325,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439450493_gbif_5973.jpeg
acanthophora,myriacanthum,0.0335,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439450494_gbif_5972.jpeg
acanthophora,myriacanthum,0.037,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439450495_gbif_5971.jpeg
acanthophora,myriacanthum,0.0445,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439450497_gbif_5969.jpeg
acanthophora,myriacanthum,0.041,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439450497_gbif_5970.jpeg
acanthophora,myriacanthum,0.0335,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_439451720_gbif_5957.jpeg
acanthophora,myriacanthum,0.0305,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_5c444185-b9cb-4207-870a-6520b7427eb6_idigbio_873.jpeg
acanthophora,myriacanthum,0.0326,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_78f892d4-2a0d-4407-9732-23b0f041563c_idigbio_449.jpeg
acanthophora,myriacanthum,0.0251,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_7dbd285d-9255-4174-b010-c1aa3e6a7d5c_idigbio_5304.jpeg
acanthophora,myriacanthum,0.0357,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_912119200_gbif_5604.jpg
acanthophora,myriacanthum,0.0445,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_912119204_gbif_5601.jpg
acanthophora,myriacanthum,0.0416,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_912119221_gbif_5587.jpg
acanthophora,myriacanthum,0.0258,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_a908e0fc-d1d5-4eba-aab5-0bafb53e1987_idigbio_2317.jpeg
acanthophora,myriacanthum,0.0297,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_abb69a0a-3833-4277-a065-d15ebcfb1733_idigbio_2355.jpeg
acanthophora,myriacanthum,0.0288,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_bbd0f8a0-da33-4e59-9baa-329f5e3206b1_idigbio_4063.jpeg
acanthophora,myriacanthum,0.0332,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_ce23bde4-995f-43de-8d63-46190ab13d37_idigbio_2330.jpeg
acanthophora,myriacanthum,0.0273,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/acanthophora/acanthophora_myriacanthum_db2a251d-a145-4759-bd86-3b27bfd0bd8e_idigbio_2707.jpeg
anarrhichomenum,appendiculatum,0.0171,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_03a816c4-37cc-40ad-ae23-4cface744ce7_idigbio_2482.jpeg
anarrhichomenum,appendiculatum,0.0191,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_0ef2caf9-6bb5-4756-9490-4b7a0820ff0f_idigbio_2877.jpeg
anarrhichomenum,appendiculatum,0.0314,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1135489233_gbif_4302.jpeg
anarrhichomenum,appendiculatum,0.0399,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1228240180_gbif_4258.jpg
anarrhichomenum,appendiculatum,0.0333,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1228430843_gbif_4194.jpg
anarrhichomenum,appendiculatum,0.0289,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1228440405_gbif_4190.jpg
anarrhichomenum,appendiculatum,0.0301,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1231105767_gbif_4088.jpeg
anarrhichomenum,appendiculatum,0.0265,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1252677784_gbif_4029.jpg
anarrhichomenum,appendiculatum,0.0443,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1320836303_gbif_3659.jpeg
anarrhichomenum,appendiculatum,0.027,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_16762510-11df-4859-b283-6dc77b74bd1f_idigbio_5438.jpeg
anarrhichomenum,appendiculatum,0.0299,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1802484615_gbif_3516.jpg
anarrhichomenum,appendiculatum,0.0298,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1802484736_gbif_3499.jpg
anarrhichomenum,appendiculatum,0.0453,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1839476944_gbif_3438.jpg
anarrhichomenum,appendiculatum,0.0349,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1839476999_gbif_3437.jpg
anarrhichomenum,appendiculatum,0.0308,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1846523793_gbif_3289.jpg
anarrhichomenum,appendiculatum,0.0321,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1849001447_gbif_3264.jpeg
anarrhichomenum,appendiculatum,0.0317,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1849001635_gbif_3260.jpeg
anarrhichomenum,appendiculatum,0.0377,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1849001686_gbif_3258.jpeg
anarrhichomenum,appendiculatum,0.0374,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1849001691_gbif_3257.jpeg
anarrhichomenum,appendiculatum,0.0246,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1928079880_gbif_3001.jpg
anarrhichomenum,appendiculatum,0.0331,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1928434678_gbif_2742.jpg
anarrhichomenum,appendiculatum,0.028,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1928578241_gbif_2656.jpg
anarrhichomenum,appendiculatum,0.0355,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1929525551_gbif_2067.jpg
anarrhichomenum,appendiculatum,0.0407,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1930298291_gbif_1570.jpg
anarrhichomenum,appendiculatum,0.0344,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1930303658_gbif_1565.jpg
anarrhichomenum,appendiculatum,0.035,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1988727502_gbif_808.jpg
anarrhichomenum,appendiculatum,0.0388,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1999001635_gbif_739.jpeg
anarrhichomenum,appendiculatum,0.0373,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1999001970_gbif_738.jpeg
anarrhichomenum,appendiculatum,0.0336,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_1d5e88a9-2d65-42dd-8a6f-912e515378f7_idigbio_1269.jpg
anarrhichomenum,appendiculatum,0.0331,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_203618321_gbif_6700.jpg
anarrhichomenum,appendiculatum,0.028,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_2270555813_gbif_567.jpg
anarrhichomenum,appendiculatum,0.0217,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/anarrhichomenum/anarrhichomenum_appendiculatum_2270556470_gbif_536.jpg
